,package name,app version code,app version name,reviewer language,device,date,review submit millis since epoch,review last update date and time,review last update millis since epoch,rating,review title,review text,developer reply date and time,developer reply millis since epoch,developer reply text,review link
0,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,flox,2021-06-01,1622543304307,2021-06-01T10:28:24Z,1622543304307,5,,,,,,
1,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,river,2021-06-02,1622650584378,2021-06-02T16:16:24Z,1622650584378,2,,"No monster descriptions, just stats. If there is some way remove the ads then they've hidden it somewhere.",2021-06-02T16:40:58Z,1622652058413.0,Unlocking either the dm tools or the character manager also removes the ads.,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOH4a1GtH8_pmi5sB2h-Z1UHtLvrU5P4IZ-7VL4E4A39iDLdC3VBCb1BPvzTF6ThlYm6V4z6irndylFiow&corpus=PUBLIC_REVIEWS
2,com.vansteinengroentjes.apps.ddfive,,,en,U693CL,2021-06-08,1623132108319,2021-06-08T06:01:48Z,1623132108319,5,,Wizard,,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOHcg-czUnx42ctMulohdwmJUuWdXSrF3ORJ-mQWD1wPuf6wXVuwr5pzi9M-AlJmP8bBj3LShTMMaw-vZw&corpus=PUBLIC_REVIEWS
4,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,de,OnePlus7TPro,2021-06-12,1623496820823,2021-06-12T11:21:34Z,1623496894692,3,,"Would be very useful if it wasn't so buggy. Current HP sometimes don't save or are not carried over from battle mode, no direct support for Druid Wild Shape, prepared spells and skill ranks get reset whenever they scroll out of view, no quick way to tell how many spellslots are used or still useable...",,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOEW-qFUB-MsoJjFx2zSyVdGQc3uFdDz2qekeWcGiJcNRjrEgX2_JNDZCdS7TfBJnjwyF89ryNXqF_DzhQ&corpus=PUBLIC_REVIEWS
5,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,mdh30lm,2021-06-12,1623537176333,2021-06-12T22:32:56Z,1623537176333,5,,,,,,
6,com.vansteinengroentjes.apps.ddfive,264.0,8.0.1,tr,ginkgo,2021-06-16,1623884018168,2021-06-16T22:53:38Z,1623884018168,5,,Useful,,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOEUFH0XdvVQNy3uLgKKTFYpA_tkkhKbBytrw-mqzj9rrnSqCUbJdF7fo2V-qWrDszCrCYyvXy5e2mi89w&corpus=PUBLIC_REVIEWS
7,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,R1,2021-06-18,1623991379905,2021-06-18T04:42:59Z,1623991379905,5,,I'm not a D&D player but this app quite good reference for writing fantasy as a reference. Feature request: Create content in offline mode with built-in template and example.,2021-06-18T05:47:26Z,1623995246609.0,Thank you for the nice review. We will take your feature request into consideration.,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOErAKSvI8BN30pWAoqAfomeq2R781-1I5G5TEn4fLuks3odaI3Hx959XS296h4-0i6WYSFQXdTv3VDDEg&corpus=PUBLIC_REVIEWS
8,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,star2qltesq,2021-06-20,1624229236568,2021-06-20T23:01:56Z,1624230116627,3,,"This should be called the INcomplete reference doing a search for a class brings up only one way to play that class. Wizard for example only shows one school to choose from where there should be eight. With absolutely no reference to any other material from any other search criteria. At best this app is a good reference point for a wide range of topics, but if you want to actually know about any single topic you can find more in the basic phb",2021-06-21T05:54:27Z,1624254867576.0,"Thank you for the review. The app comes initially with the SRD 5 content (an open source subset of the phb). For a lot of additional content, have a look at our forums on complete-reference.com/forum from there you can easily add content to the app.",http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOE1JurnatoGVxywJhfzBIMuoBYGVBPV5-USa2uaey9EaVJMupBR21eOVAxgcFW6OrcBFZPINl5ThkDqnw&corpus=PUBLIC_REVIEWS
9,com.vansteinengroentjes.apps.ddfive,271.0,8.0.3,es,Edison,2021-06-21,1624235233588,2021-06-21T00:27:13Z,1624235233588,5,,,,,,
10,com.vansteinengroentjes.apps.ddfive,,,en,OnePlusN10TMO,2021-06-22,1624365590590,2021-06-22T12:39:50Z,1624365590590,1,,Has jack rabbit for recource,,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOEe2bimFqDYH2wdOvvnT3GtbQDOX_4jrb1IP8LPLvA-3aMdPDa0JjKlqv-TLC98L0TPFw8KOyt8lEPLJg&corpus=PUBLIC_REVIEWS
11,com.vansteinengroentjes.apps.ddfive,,,en,perry,2021-06-24,1624503746260,2021-06-24T03:02:26Z,1624503746260,5,,Wonderful,,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOGMqYrhVZxfssvEWvocecKPXvgOq6ThorpG4QqMm6J7Q1eudkx86gUmXzo1bsLcGuq4s1gltvpCyyOATg&corpus=PUBLIC_REVIEWS
12,com.vansteinengroentjes.apps.ddfive,,,en,a71xq,2021-06-25,1624654970218,2021-06-25T21:02:50Z,1624654970218,5,,,,,,
13,com.vansteinengroentjes.apps.ddfive,259.0,7.8.15,en,a20p,2021-06-26,1624722405650,2021-06-26T15:46:45Z,1624722405650,5,,,,,,
14,com.vansteinengroentjes.apps.ddfive,,,en,starqlteue,2021-06-27,1624771692952,2021-06-27T05:28:12Z,1624771692952,4,,,,,,
15,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,c1q,2021-06-27,1624815646055,2021-06-27T17:40:46Z,1624815646055,2,,Needs more races and the sub classes,,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOHakLSLnXtARDSC7nZF5Q0EpQqO4P3pcCZttuZPb4xMoQd_74B3GdVvcrWXwcXPN_TPm12kn6TTaXZJxQ&corpus=PUBLIC_REVIEWS
0,com.vansteinengroentjes.apps.ddfive,,,pt,ginkgo,2021-07-02,1625254974284,2021-07-02T19:42:54Z,1625254974284,3,,"Se comparado com outros apps gratuitos, tem menos conteúdo, tradução é inferior e mais limitado Compared to some other free apps has less content, translation is inferior and is nore limited.",,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOF2pmQ3dg0DMfO9YKrRXH_fo9T4_73XB81mgGfvpLUnOcL-koIFtrHi8EPVF6gFiRjQb4qO1dgdJi70tQ&corpus=PUBLIC_REVIEWS
1,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,ali,2021-07-13,1626170026916,2021-07-13T09:53:46Z,1626170026916,1,,Maybe it's my phone but constant crashes make this unusable... Uninstall.,2021-07-13T10:02:45Z,1626170565076.0,"Sorryy to hear you have these issues, we will look into it asap",http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOGqsEjisQ5BpB6o8paVy6jlyOtUKBw6tMyed3zpmKwbwbvtLSuSBMi44H-H4kZIEh_kr20mtB1E1JIy3Q&corpus=PUBLIC_REVIEWS
2,com.vansteinengroentjes.apps.ddfive,278.0,8.0.6,en,coral,2021-07-15,1626389133485,2021-07-15T22:45:33Z,1626389133485,3,,,,,,
3,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,beyond1q,2021-07-16,1626404312454,2021-07-16T02:58:32Z,1626404312454,1,,,,,,
4,com.vansteinengroentjes.apps.ddfive,,,en,blueline,2021-07-18,1626613113738,2021-07-18T12:58:33Z,1626613113738,4,,,,,,
5,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,P809F01,2021-07-21,1626842983150,2021-07-21T04:49:43Z,1626842983150,5,,,,,,
6,com.vansteinengroentjes.apps.ddfive,,,en,hero2qltespr,2021-07-29,1627597801591,2021-07-29T22:30:01Z,1627597801591,1,,Just like all the others you've tried dont bother,,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOGW1WJr_UcfQQnnzG8yQbBglCOrwLlHuQ-6ShR0pw8RDwiF2FNkv4YfuP3yKUYNGrfCF4iGi2UmTmIjIA&corpus=PUBLIC_REVIEWS
7,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,dreamqltecan,2021-07-30,1627675831760,2021-07-30T20:10:31Z,1627675831760,5,,,,,,
0,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,sailfish,2021-08-05,1628144386331,2021-08-05T06:19:46Z,1628144386331,5,,"With support from the forum this a great tool. Keep it up, folks!",2021-08-05T06:42:48Z,1628145768132.0,Thank you!,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOFjcKHIAlSvqsxmGcrZnofjTJMRl4HT-f9OkzTJn7x9aBtwEE4AwSZPqW0F4UquqtkArlTKHNuMyGj8-w&corpus=PUBLIC_REVIEWS
1,com.vansteinengroentjes.apps.ddfive,,,en,a11q,2021-08-12,1628753596349,2021-08-12T07:33:16Z,1628753596349,1,,,,,,
3,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,a3y17lte,2021-08-13,1628886704948,2021-08-13T20:31:44Z,1628886704948,5,,,,,,
4,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,es,surya,2021-08-16,1629099031195,2021-08-16T07:30:31Z,1629099031195,4,,,,,,
5,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,a32x,2021-08-17,1629169349075,2021-08-17T03:02:29Z,1629169349075,1,,"Purchased the dm tools, dm initiative tracker doesn't go back pages only forward and periodically crashes. Don't waste your money, this is garbage.",2021-08-17T05:30:27Z,1629178227836.0,"The initiative tracker should also go backwards, we will look into this issue that you experience.",http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOGDDQcGQ2H5k7x1OpX-PxsejdXUZI6xRRd2AsmDWfXRe3GpoWYP6xzKVb98GuV48zpnjATvQ6QQfTPpdg&corpus=PUBLIC_REVIEWS
6,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,beyond0q,2021-08-20,1629500767346,2021-08-20T23:06:07Z,1629500767346,2,,Not alot of content. Not happy with making a purchase and not having everything it is promised.,2021-08-21T05:20:12Z,1629523212476.0,Please check our forums for all additional content. complete-reference.com/forum . If you need some help send us an email to info@vansteinengroentjes.nl,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOGald1Fx6N7hr4E9Vx7dUN0C4zFBE7TdOf_bFOqvMmKQ2cqvmSTODKYGS2Z35nXqsFj9ZQ5ZllJ9xnQAQ&corpus=PUBLIC_REVIEWS
7,com.vansteinengroentjes.apps.ddfive,,,en,messi,2021-08-23,1629694799983,2021-08-23T04:59:59Z,1629694799983,1,,,,,,
8,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,a01q,2021-08-24,1629828268327,2021-08-24T19:34:05Z,1629833645853,3,,After downloading the additional content I still could not find alot of what I searched. It is still incomplete,2021-08-25T05:20:45Z,1629868845077.0,"Thank you for the review. Did you also download the additional content from our forums? Check complete-reference.com/forum. Update: thank you for the update, send us an email to info@vansteinengroentjes.nl with what you miss so we can add it.",http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOEgCEms9b8yn0F7kb4oTPjCmkvXS0iTo74Hv7wttQKh2ErU7TwRXk_RHa2A0Lo6IBRbQ_FabGdIpojgjg&corpus=PUBLIC_REVIEWS
9,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,c2q,2021-08-26,1629992084558,2021-08-26T15:34:44Z,1629992084558,5,,,,,,
10,com.vansteinengroentjes.apps.ddfive,250.0,7.8.9,en,ocean,2021-08-30,1630361681152,2021-08-30T22:14:41Z,1630361681152,5,,,,,,
0,com.vansteinengroentjes.apps.ddfive,,,en,crownqltesq,2021-09-02,1630598617314,2021-09-02T16:03:37Z,1630598617314,1,,"Better apps to be using, hardly has phb information in it",,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOGNywyz0fUzXc0x2dJos87ubiMBSHXdGPiL9tOFhRU8z3Nn3yGEVjRMZt5NnKXZsol152hh_GC7QnU0kQ&corpus=PUBLIC_REVIEWS
1,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,a3xelte,2021-09-02,1630599081948,2021-09-02T16:11:21Z,1630599081948,5,,Gritty and great tool,,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOEYKLfsnDczmty5DihwIw6Uyu7yQZaqvISHxzgqOK67R-mZnL_xUcVWLlSHsYrlbFUqCbSyhyPLZAtnDA&corpus=PUBLIC_REVIEWS
2,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,dreamqltesq,2021-09-05,1630813227086,2021-09-05T03:40:27Z,1630813227086,3,,Would give 5* for free version but I upgraded and the unlocked features are not worth! Just use the free version you're not missing out on anything behind those locks that other apps dont do better for free.,2021-09-05T05:49:36Z,1630820976960.0,"Thank you for the review, would you like to tell us what you miss in the unlocked features? Please send us an email to info@vansteinengroentjes.nl.",http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOG7NmyC013ljZ3E0KGxDHXFPyDBTbJo33WOVtIPsYZSTrKxUclUH9-NTUGUOtTTeC7zZ2lcTbg-P6tFTg&corpus=PUBLIC_REVIEWS
3,com.vansteinengroentjes.apps.ddfive,,,en,a12u,2021-09-06,1630971177707,2021-09-06T23:32:57Z,1630971177707,1,,Doesn't have all the spells I was looking for,2021-09-07T05:13:00Z,1630991580840.0,Did you also check the forum content from complete-reference.com/forum ?,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOGmiYpfGry9JHZ0wa2QL-8qdOg0BDBYMl8O5SBMYeaODHTgANYVRrDTjT4r_xw2Mc9YMBlvhQUFry7tXg&corpus=PUBLIC_REVIEWS
4,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,herolte,2021-09-09,1631146710518,2021-09-09T00:18:30Z,1631146710518,5,,,,,,
5,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,OnePlus6T,2021-09-10,1631261527848,2021-09-10T08:12:07Z,1631261527848,5,,,,,,
6,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,p3q,2021-09-12,1631424712029,2021-09-12T05:31:52Z,1631424712029,5,,,,,,
7,com.vansteinengroentjes.apps.ddfive,279.0,8.0.7,en,ES2N_sprout,2021-09-13,1631543873205,2021-09-13T14:37:53Z,1631543873205,5,,,,,,
8,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,sofiap,2021-09-14,1631647371901,2021-09-14T19:22:51Z,1631647371901,3,,,,,,
9,com.vansteinengroentjes.apps.ddfive,,,en,U693CL,2021-09-17,1631841525931,2021-09-17T01:18:45Z,1631841525931,5,,,,,,
10,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,o1q,2021-09-19,1632017608850,2021-09-19T02:13:28Z,1632017608850,5,,,,,,
11,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,caymanlm,2021-09-23,1632417434240,2021-09-23T17:17:14Z,1632417434240,5,,,,,,
12,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,en,d1q,2021-09-25,1632545664510,2021-09-25T04:54:24Z,1632545664510,5,,After trying out a few apps I came to this one. Everything I was hoping for and more. Great job!,,,,http://play.google.com/console/developers/6648802986441531007/app/4976333163217908350/user-feedback/review-details?reviewId=gp:AOqpTOHndvHnDydMC7IjNOMadVnC5YQfVERgM45I-4DmMfD44WXWmqlmTfjjDvQgEGo8Sz-DCwkIomqCRyOl0Q&corpus=PUBLIC_REVIEWS
13,com.vansteinengroentjes.apps.ddfive,282.0,8.0.9,fr,a10,2021-09-26,1632650317778,2021-09-26T09:58:37Z,1632650317778,5,,,,,,
